scientific_name,inat_common_name,ref_common_name,comment
Mucuna interrupta,间序油麻藤,间序油麻藤,Matched
Nervilia plicata,毛叶芋兰,毛叶芋兰,Matched
Camellia sinensis assamica,普洱茶,,Species not included in reference
Lycianthes marlipoensis,麻栗坡红丝线,麻栗坡红丝线,Matched
Cucumis hystrix,野黄瓜,野黄瓜,Matched
Oberonia pyrulifera,裂唇鸢尾兰,裂唇鸢尾兰,Matched
Cenocentrum tonkinense,大萼葵,大萼葵,Matched
Pipturus,落尾木属,落尾木属,Matched
Vanda coerulea,大花万代兰,大花万代兰,Matched
Cymbidium dayanum,凤兰,冬凤兰,Inconsistent common name
Clerodendrum garrettianum,泰国垂茉莉,泰国垂茉莉,Matched
Paphiopedilum charlesworthii,,红旗兜兰,Missed common name on iNat
Pontederia vaginalis,鸭舌草,,Species not included in reference
Ceratodon,角齿藓属,角齿藓属,Matched
Sinosenecio,蒲儿根属,蒲儿根属,Matched
Agave filifera,丝叶龙舌兰,,Species not included in reference
Diplocyclos palmatus,毒瓜,毒瓜,Matched
Croton lindheimeri,,,Missed common name on iNat
Tortula muralis,,泛生墙藓,Missed common name on iNat
Geum elatum,狭叶路边青,,Species not included in reference
Origanum,牛至属,牛至属,Matched
Crataegus sanguinea,辽宁山楂,辽宁山楂,Matched
Iris potaninii potaninii,卷鞘鸢尾(原变种),,Species not included in reference
Oxytropis aciphylla,猫头刺,猫头刺,Matched
Sterigmostemum caspicum,棒果芥,棒果芥,Matched
Sterigmostemum,棒果芥属,棒果芥属,Matched
Saussurea andryaloides,,吉隆风毛菊,Missed common name on iNat
Takhtajaniantha pseudodivaricata,帚状鸦葱,帚状鸦葱,Matched
Taraxacum leucanthum,白花蒲公英,,Species not included in reference
Picea schrenkiana tianschanica,天山云杉,,Species not included in reference
Dianthus kuschakewiczii,长萼石竹,长萼石竹,Matched
Glycyrrhiza inflata,胀果甘草,胀果甘草,Matched
Thermopsis alpina,高山野决明,高山野决明,Matched
Carex moorcroftii,青藏薹草,青藏薹草,Matched
Astragalus tulinovii,土力黄芪,土力黄芪,Matched
Pycnoplinthus uniflorus,簇芥,,Species not included in reference
Schizostachyum pergracile,香糯竹,,Species not included in reference
Heliciopsis henryi,假山龙眼,假山龙眼,Matched
Meistera acuminata,疣果豆蔻　,,Species not included in reference
Costus tonkinensis,光叶闭鞘姜,光叶闭鞘姜,Matched
Costus spicatus,穗状闭鞘姜,,Species not included in reference
Ptychosperma,射叶椰子属,,Species not included in reference
Argentina peduncularis,,总梗蕨麻,Missed common name on iNat
Cyananthus macrocalyx,,大萼蓝钟花,Missed common name on iNat
Potentilla pamirica,,,Missed common name on iNat
Androsace ciliifolia,睫毛点地梅,睫毛点地梅,Matched
Ranunculus natans,浮毛茛,浮毛茛,Matched
Adiantum pedatum,掌叶铁线蕨,掌叶铁线蕨,Matched
Primula capitata,头序报春,头序报春,Matched
Gentiana szechenyii,大花龙胆,大花龙胆,Matched
Saussurea velutina,,毡毛雪莲,Missed common name on iNat
Soroseris,绢毛苣属,绢毛苣属,Matched
Hesperaloe parviflora,,,Missed common name on iNat
Dovyalis caffra,南非锡兰莓,,Species not included in reference
Lindera caudata,香面叶,,Species not included in reference
Cochlospermum religiosum,弯子木,,Species not included in reference
Eucalyptus tereticornis,细叶桉,细叶桉,Matched
Agapetes,树萝卜属,树萝卜属,Matched
Mitrephora calcarea,石山银钩花,,Species not included in reference
Hoya obovata,镜叶球兰,,Species not included in reference
Hoya globulosa,小球球兰,,Species not included in reference
Hoya kerrii,心叶球兰,凹叶球兰,Inconsistent common name
Elaeagnus macrantha,大花胡秃子,大花胡颓子,Inconsistent common name
Cyathophorum adiantum,,粗齿雉尾藓,Missed common name on iNat
Cuphea lanceolata,披针叶萼距花,,Species not included in reference
Ulva pertusa,孔石莼,,Species not included in reference
Daphne kiusiana atrocaulis,毛瑞香,,Species not included in reference
Sophora davidii,白刺花,白刺花,Matched
Handroanthus chrysotrichus,毛黄钟花,,Species not included in reference
Albizia procera,黄豆树,黄豆树,Matched
Strobilanthes schomburgkii,马来马蓝,,Species not included in reference
Dicliptera hyssopifolia,,,Missed common name on iNat
Ficus subulata,假斜叶榕,假斜叶榕,Matched
Nymphaea gigantea,澳洲巨花睡莲,,Species not included in reference
Davallia tyermannii,圆盖阴石蕨,,Species not included in reference
Sapium sellowianum,双腺乌桕,,Species not included in reference
Madhuca hainanensis,海南紫荆木,海南紫荆木,Matched
Osmunda banksiifolia,粗齿紫萁,,Species not included in reference
Narcissus tazetta,水仙,欧洲水仙,Inconsistent common name
Billbergia amoena,愉悦水塔花,,Species not included in reference
Pitcairnia paniculata,锥序艳红凤梨,,Species not included in reference
Cestrum elegans,毛茎夜香树,瓶子花,Inconsistent common name
Tupistra grandistigma,长柱开口箭,长柱开口箭,Matched
Paphiopedilum villosum,紫毛兜兰,紫毛兜兰,Matched
Rubus ellipticus obcordatus,栽秧泡,,Species not included in reference
Iresine lindenii,红牛夕,,Species not included in reference
Magnolia guangdongensis,广东含笑,,Species not included in reference
Lonicera fragrantissima lancifolia,苦糖果,,Species not included in reference
Grevillea robusta,银桦,银桦,Matched
Ternstroemia luteoflora,尖萼厚皮香,尖萼厚皮香,Matched
Anemonoides sylvestris,大花银莲花,,Species not included in reference
Alphonsea hainanensis,海南藤春,海南藤春,Matched
Ancistrocladus tectorius,,钩枝藤,Missed common name on iNat
Cotula anthemoides,芫荽菊,芫荽菊,Matched
Tetragonia tetragonoides,番杏,,Species not included in reference
Hydrocotyle leucocephala,香香草,,Species not included in reference
Prunus cerasoides,高盆樱桃,高盆樱桃,Matched
Camellia euryoides,柃叶茶,柃叶连蕊茶,Inconsistent common name
Bocconia arborea,,,Missed common name on iNat
Sarcotoechia serrata,,,Missed common name on iNat
Cyrtanthus mackenii,,,Missed common name on iNat
Deinostigma,奇柱苣苔属,奇柱苣苔属,Matched
Gibbaeum dispar,,,Missed common name on iNat
Ceropegia linearis woodii,,,Missed common name on iNat
Alternanthera paronychioides,华莲子草,美洲虾钳菜,Inconsistent common name
Magnolia cavaleriei,平伐含笑,,Species not included in reference
Strobilanthes pentstemonoides,湖北马蓝,,Species not included in reference
Pilea peploides,矮冷水花,矮冷水花,Matched
Heptapleurum leucanthum,,白花鹅掌柴,Missed common name on iNat
Wendlandia uvariifolia chinensis,,,Missed common name on iNat
Chlorophytum capense,南非吊兰,,Species not included in reference
Glycosmis parviflora,小花山小橘,小花山小橘,Matched
Aristolochia fangchi,广防己,,Species not included in reference
Grewia occidentalis,紫花扁担杆,,Species not included in reference
Gymnospermium kiangnanensis,江南牡丹草,,Species not included in reference
Koilodepas hainanense,白茶树,白茶树,Matched
Luvunga,三叶藤橘属,三叶藤橘属,Matched
Jasminum urophyllum,,川素馨,Missed common name on iNat
Shirakiopsis indica,,齿叶乌桕,Missed common name on iNat
Macadamia integrifolia,全缘叶澳洲坚果,澳洲坚果,Inconsistent common name
Bleekrodea,,,Missed common name on iNat
Viburnum oliganthum,,少花荚蒾,Missed common name on iNat
Chrysojasminum odoratissimum,,浓香茉莉,Missed common name on iNat
Exacum affine,,,Missed common name on iNat
Hymenosporum flavum,,,Missed common name on iNat
Pterospermum kingtungense,景东翅子树,景东翅子树,Matched
Echeveria chihuahuaensis,吉娃莲,,Species not included in reference
Euphorbia milii splendens,,,Missed common name on iNat
Kalanchoe laetivirens,灰绿落地生根,,Species not included in reference
Pachyphytum oviferum,星美人,,Species not included in reference
Aporocactus flagelliformis,鼠尾掌,,Species not included in reference
Haworthiopsis fasciata,条纹十二卷,,Species not included in reference
Haworthia cooperi pilifera,玉露,,Species not included in reference
Haworthia retusa,,,Missed common name on iNat
Haworthia cooperi truncata,姬玉露,,Species not included in reference
Haworthia truncata,绿玉扇,,Species not included in reference
Graptopetalum pentandrum superbum,华丽风车,,Species not included in reference
Gasteria nitida armstrongii,卧牛,,Species not included in reference
Tradescantia cerinthoides,毛花紫露草,,Species not included in reference
Mammillaria hahniana,玉翁,,Species not included in reference
Mammillaria spinosissima tepoxtlana,,,Missed common name on iNat
Lithops pseudotruncatella,春雏玉,,Species not included in reference
Oroya peruviana,金刺丽髯玉,,Species not included in reference
Echinofossulocactus multicostatus zacatecasensis,缩玉,,Species not included in reference
Mammillaria bocasana,棉花球,,Species not included in reference
Diospyros oleifera,油柿,油柿,Matched
Billbergia nutans,,垂花水塔花,Missed common name on iNat
Sinofranchetia,,串果藤属,Missed common name on iNat
Sinojackia rehderiana,,狭果秤锤树,Missed common name on iNat
Aspidistra retusa,广西蜘蛛抱蛋,广西蜘蛛抱蛋,Matched
Aspidistra fimbriata,流苏蜘蛛抱蛋,流苏蜘蛛抱蛋,Matched
Brunfelsia densifolia,密叶鸳鸯茉莉,,Species not included in reference
Aristolochia mollissima,寻骨风,,Species not included in reference
Murraya alata,翼叶九里香,翼叶九里香,Matched
Magnolia figo crassipes,紫花含笑,,Species not included in reference
Leptospermum brachyandrum,,,Missed common name on iNat
Azanza lampas,白脚桐棉,,Species not included in reference
Melaleuca salicina,,,Missed common name on iNat
Dracaena surculosa,,,Missed common name on iNat
Huodendron biaristatum,双齿山茉莉,双齿山茉莉,Matched
Acer pubinerve,毛脉槭,毛脉槭,Matched
Alnus trabeculosa,江南桤木,江南桤木,Matched
Asplenium pseudolaserpitiifolium,假大羽铁角蕨,假大羽铁角蕨,Matched
Melampyrum klebelsbergianum,滇川山罗花,滇川山罗花,Matched
Palhinhaea hainanensis,海南垂穗石松,海南垂穗石松,Matched
Pogostemon cablin,广藿香,广藿香,Matched
Drimiopsis botryoides,麻点百合,,Species not included in reference
Typhonium roxburghii,,金慈姑,Missed common name on iNat
Excoecaria acerifolia,云南土沉香,云南土沉香,Matched
Aeschynanthus lancilimbus,披针芒毛苣苔,披针芒毛苣苔,Matched
Schoenoplectus,拟莞属,水葱属,Inconsistent common name
Hydrocharis dubia,水鳖,水鳖,Matched
Spirodela polyrhiza,紫萍,紫萍,Matched
Sphaerostephanos taiwanensis,台湾圆腺蕨,台湾圆腺蕨,Matched
Coptis deltoidea,三角叶黄连,三角叶黄连,Matched
Magnolia martinii,黄心含笑,,Species not included in reference
Metathelypteris adscendens,微毛凸轴蕨,微毛凸轴蕨,Matched
Alchornea,山麻杆属,山麻秆属,Inconsistent common name
Strobilanthes tonkinensis,糯米香,糯米香,Matched
Vitis baihuashanensis,百花山葡萄,百花山葡萄,Matched
Primula cicutariifolia,毛茛叶报春,毛茛叶报春,Matched
Veronica polita,婆婆纳,婆婆纳,Matched
Machilus leptophylla,薄叶润楠,薄叶润楠,Matched
Lavandula,熏衣草属,薰衣草属,Inconsistent common name
Fritillaria thunbergii,浙贝母,浙贝母,Matched
Scutellaria tuberifera,假活血草,假活血草,Matched
Eurya rubiginosa attenuata,窄基红褐柃,,Species not included in reference
Torreya jackii,长叶榧,长叶榧,Matched
Lemmaphyllum drymoglossoides,抱石莲,抱石莲,Matched
Plagiostigma,斜柱头堇菜组,,Species not included in reference
Saussurea iodostegia,紫苞雪莲,紫苞雪莲,Matched
Erica cinerea,枞枝欧石楠,,Species not included in reference
Pleioblastus gramineus,,大明竹,Missed common name on iNat
Phyllostachys sulphurea,刚竹,金竹,Inconsistent common name
Mayodendron,火烧花属,火烧花属,Matched
Pseudotsuga sinensis,黄杉,黄杉,Matched
Acmella repens,沼菊草,,Species not included in reference
Arachniodes grossa,粗裂复叶耳蕨,粗裂复叶耳蕨,Matched
Psychotria tutcheri,假九节,假九节,Matched
Lasiocephala,,,Missed common name on iNat
Peliosanthes ophiopogonoides,长苞球子草,长苞球子草,Matched
Capsicum pubescens,绒毛辣椒,,Species not included in reference
Muehlenbeckia complexa,千叶兰,,Species not included in reference
Asarum maximum,大叶马蹄香,大叶细辛,Inconsistent common name
Agave potatorum,棱叶龙舌兰,,Species not included in reference
Kalanchoe daigremontiana,大叶落地生根,,Species not included in reference
Echeveria agavoides,东云,,Species not included in reference
Graptoveria,,,Missed common name on iNat
Crassula volkensii,雨心,,Species not included in reference
Kalanchoe tetraphylla,,,Missed common name on iNat
Sedum corynephyllum,八千代,,Species not included in reference
Pachyphytum,,,Missed common name on iNat
Pachyphytum compactum,千代田松,,Species not included in reference
Dietes iridioides,离被鸢尾,,Species not included in reference
Trimezia steyermarkii,黄扇鸢尾,,Species not included in reference
Goeppertia warszewiczii,紫背天鹅绒竹芋,,Species not included in reference
Gastrochilus acinacifolius,镰叶盆距兰,镰叶盆距兰,Matched
Anthurium schlechtendalii,鹊巢花烛,,Species not included in reference
Euphorbia leuconeura,白条麒麟,,Species not included in reference
Dendrobium macrophyllum,大叶石斛,,Species not included in reference
Bleekrodea tonkinensis,米扬噎,,Species not included in reference
Periploca forrestii,黑龙骨,黑龙骨,Matched
Viburnum suspensum,琉球荚蒾,,Species not included in reference
Celtis julianae,珊瑚朴,珊瑚朴,Matched
Alangium platanifolium,瓜木,瓜木,Matched
Oxyria,山蓼属,山蓼属,Matched
Oreorchis patens,山兰,山兰,Matched
Salvia cynica,,犬形鼠尾草,Missed common name on iNat
Gymnadenia orchidis,西南手参,西南手参,Matched
Saxifraga culcitosa,,枕状虎耳草,Missed common name on iNat
Pedicularis petitmenginii,,曲喙马先蒿,Missed common name on iNat
Bupleurum commelynoideum commelynoideum,,,Missed common name on iNat
Muscarioides,,,Missed common name on iNat
Rhexia,鹿草属,,Species not included in reference
Quercus macrocalyx,饭甑青冈,,Species not included in reference
Cleistanthus concinnus,,东方闭花木,Missed common name on iNat
Sagittaria lancifolia,泽泻慈姑,,Species not included in reference
Aristolochia zollingeriana,,港口马兜铃,Missed common name on iNat
Sarcosperma laurinum,肉实树,肉实树,Matched
Sterculia hainanensis,海南苹婆,海南苹婆,Matched
Gymnema,匙羹藤属,匙羹藤属,Matched
Salvia scapiformis,,地埂鼠尾草,Missed common name on iNat
Streptocarpus,海角苣苔属,,Species not included in reference
Dendrobium williamsonii,,黑毛石斛,Missed common name on iNat
Conchidium rhomboidale,,菱唇蛤兰,Missed common name on iNat
Hetaeria oblongifolia,,,Missed common name on iNat
Paphiopedilum appletonianum,卷萼兜兰,卷萼兜兰,Matched
Bulbophyllum khaoyaiense,,白花卷瓣兰,Missed common name on iNat
Bredia longiloba,长萼野海棠,长萼野海棠,Matched
Tabebuia aurea,银鳞风铃木,,Species not included in reference
Itea yangchunensis,阳春鼠刺,阳春鼠刺,Matched
Hedyotis yangchunensis,阳春耳草,阳春耳草,Matched
Hedyotis acutangula,金草,金草,Matched
Argostemma saxatile,岩雪花,岩雪花,Matched
Staurogyne sesamoides,大花叉柱花,大花叉柱花,Matched
Dichrocephala integrifolia integrifolia,,,Missed common name on iNat
Cephalantheropsis obcordata,黄兰,黄兰,Matched
Gyrocheilos retrotrichus,,折毛圆唇苣苔,Missed common name on iNat
Pseudodissochaeta septentrionalis,北酸脚杆,北酸脚杆,Matched
Androsace cuttingii,,江孜点地梅,Missed common name on iNat
Astragalus tibetanus,藏新黄耆,藏新黄芪,Inconsistent common name
Syzygium polypetaloideum,假多瓣蒲桃,假多瓣蒲桃,Matched
Suregada,白树属,白树属,Matched
Vitis heyneana,毛葡萄,毛葡萄,Matched
Kadsura verrucosa,柄果南五味子,,Species not included in reference
Freesia,香雪兰属,香雪兰属,Matched
Morus wittiorum,长穗桑,长穗桑,Matched
Phyllostachys rubromarginata,红边竹,红边竹,Matched
Christella arida,干旱毛蕨,,Species not included in reference
Christella latipinna,宽羽毛蕨,,Species not included in reference
Rhizomnium punctatum,毛灯藓,毛灯藓,Matched
Christella jaculosa,,,Missed common name on iNat
Ballota nigra,黑夏至草,,Species not included in reference
Parsonsia capsularis,,,Missed common name on iNat
Solanum emulans,,,Missed common name on iNat
